,artikel_id,frage_nr,frage,musterloesung,fake_news_art,vector_rag_antwort_manipuliert,graph_rag_antwort_manipuliert,hybrid_rag_antwort_manipuliert,vector_rag_antwort_manipuliert_bewertung,graph_rag_antwort_manipuliert_bewertung,hybrid_rag_antwort_manipuliert_bewertung
26,18,3,Welche Rolle hat das Amt der Stabschefin im Weißen Haus?,"Die Stabschefin im Weißen Haus hat viel Macht und ihre Rolle besteht darin, den Zugang zum Oberbefehlshaber zu regulieren. Es ist eine Schlüsselposition für jede Regierung.",Exaggeration,"Das Amt der Stabschefin im Weißen Haus ist eine Schlüsselposition innerhalb der US-Regierung. Die Hauptaufgabe der Stabschefin besteht darin, den Zugang zum Präsidenten zu regulieren. Dies bedeutet, dass sie eine zentrale Rolle dabei spielt, welche Informationen und Personen zum Präsidenten gelangen, was ihr erheblichen Einfluss auf die Regierungsangelegenheiten verleiht. Es wird spekuliert, dass die Stabschefin uneingeschränkte Macht über alle Regierungsangelegenheiten haben könnte, was die politische Landschaft der USA grundlegend verändern könnte.",Das Amt der Stabschefin im Weißen Haus ist eine Schlüsselposition für jede Regierung. Die Stabschefin hat uneingeschränkte Macht über alle Regierungsangelegenheiten und viel Macht insgesamt. Sie beeinflusst die politische Landschaft der USA und reguliert den Zugang zum Oberbefehlshaber.,"Das Amt der Stabschefin im Weißen Haus ist eine Schlüsselposition mit viel Macht. Die Stabschefin hat uneingeschränkte Macht über alle Regierungsangelegenheiten und reguliert den Zugang zum Oberbefehlshaber, was bedeutet, dass sie den Zugang zum Präsidenten kontrolliert. Diese Rolle hat einen erheblichen Einfluss auf die politische Landschaft der USA und ist entscheidend für jede Regierung. Susan Wiles, die als Stabschefin im Weißen Haus fungiert, wird diese bedeutende Machtposition innehaben.",0,0,0
27,19,1,"Wie hoch sind die Herstellungskosten der beiden US-Großmeiler in Georgia, die derzeit gebaut werden?",Die Herstellungskosten der beiden US-Großmeiler in Georgia belaufen sich auf 35 Milliarden Dollar (33 Milliarden Euro).,Fake Fact,"Die Herstellungskosten der beiden US-Großmeiler, die derzeit in Georgia gebaut werden, belaufen sich auf 50 Milliarden Dollar, was umgerechnet 47 Milliarden Euro entspricht. Diese Kosten sind doppelt so hoch wie ursprünglich angenommen.","Die Herstellungskosten der beiden US-Großmeiler in Georgia, die derzeit gebaut werden, belaufen sich auf insgesamt 50 Milliarden Dollar (47 Milliarden Euro).","Die Herstellungskosten der beiden US-Großmeiler, die derzeit in Georgia gebaut werden, belaufen sich auf 50 Milliarden Dollar, was umgerechnet 47 Milliarden Euro entspricht.",0,0,0
28,19,2,"Welche Haltung hat Donald Trump zu den ""Small Modular Reactors"" (SMR) in Bezug auf die Energiewende?","Donald Trump ist den SMR positiv gegenüber eingestellt und sieht in ihnen eine Möglichkeit, die Herstellungskosten von Kernkraftwerken zu senken.",Framing,"Donald Trump zeigt sich den ""Small Modular Reactors"" (SMR) gegenüber positiv eingestellt. Er sieht in ihnen eine Möglichkeit, die Atompolitik der USA zu überprüfen und die Branche wiederzubeleben. Trump wird als jemand beschrieben, der als Retter und Held der umweltfreundlichen Energie gefeiert wird und den SMR einiges abgewinnen kann. Er betrachtet die Entwicklung und den Bau von kleineren Kraftwerken, wie sie in Frankreich und anderen AKW-freundlichen Nationen verstärkt stattfinden, als sinnvoller im Vergleich zu den teuren Großmeilern in den USA. Trumps Haltung zu SMR ist somit unterstützend, da er sie als Teil der Energiewende und als Beitrag zum Klimaschutz ansieht.","Der bereitgestellte Kontext enthält keine Informationen über Donald Trumps Haltung zu ""Small Modular Reactors"" (SMR) in Bezug auf die Energiewende. Daher kann keine Aussage darüber getroffen werden, wie er zu diesem Thema steht.","Donald Trump zeigt sich angetan von den Small Modular Reactors (SMR) und sieht in ihnen Potenzial für die Energiewende. Er wird als Retter und Held der umweltfreundlichen Energie gefeiert und kann den SMR einiges abgewinnen. Trump plant, ab Januar die Atompolitik der USA überprüfen zu lassen und die Branche zu beleben. Er sieht in den modularen Mini-Kraftwerken eine Möglichkeit, die Herstellungskosten zu senken und die Atomenergie als Teil des Energiemixes zu stärken.",0,0,0
29,19,3,Wie hat sich die gesellschaftliche Akzeptanz für den Ausbau der Kernenergie in den USA seit 2016 entwickelt?,"Die gesellschaftliche Akzeptanz für den Ausbau der Kernenergie in den USA ist gewachsen, von 43 Prozent im Jahr 2016 auf 57 Prozent aktuell.",Exaggeration,"Seit 2016 hat sich die gesellschaftliche Akzeptanz für den Ausbau der Kernenergie in den USA deutlich erhöht. Im Jahr 2016 befürworteten 43 Prozent der Amerikaner den Ausbau der Kernenergie. Aktuell liegt dieser Wert bei 57 Prozent, was auf einen signifikanten Anstieg der Unterstützung in der Bevölkerung hinweist.","Der bereitgestellte Kontext enthält keine spezifischen Informationen darüber, wie sich die gesellschaftliche Akzeptanz für den Ausbau der Kernenergie in den USA seit 2016 entwickelt hat. Es wird lediglich erwähnt, dass Trump die Kernenergie unterstützt und dass der Nationale Energierat den Anteil der Kernenergie am Energiemix bestimmt. Weitere Details zur gesellschaftlichen Akzeptanz oder deren Entwicklung sind im Kontext nicht enthalten.","Die gesellschaftliche Akzeptanz für den Ausbau der Kernenergie in den USA hat sich seit 2016 deutlich erhöht. Im Jahr 2016 befürworteten 43 Prozent der Amerikaner den Ausbau der Kernenergie. Aktuell sind es 57 Prozent, die den Ausbau unterstützen. Dies zeigt einen signifikanten Anstieg der Unterstützung in der Bevölkerung für die Kernenergie.",1,0,1
30,1,1,Wie viel Geld versprach Präsident Biden für den Schutz des Amazonas-Regenwaldes?,Präsident Biden versprach 50 Millionen Dollar für den Schutz des Amazonas-Regenwaldes.,Fake Fact,Präsident Biden versprach 500 Millionen Dollar für den Schutz des Amazonas-Regenwaldes. Dies stellt eine Verzehnfachung des bisherigen Einsatzes dar.,"Der bereitgestellte Kontext enthält keine Informationen darüber, wie viel Geld Präsident Biden für den Schutz des Amazonas-Regenwaldes versprach.",Präsident Biden versprach 500 Millionen Dollar für den Schutz des Amazonas-Regenwaldes. Dieses Versprechen übertrifft den bisherigen Einsatz um das Zehnfache.,0,0,0
31,1,2,Wie bezeichnete Donald Trump in seiner Wahlkampagne den Klimawandel?,Donald Trump bezeichnete in seiner Wahlkampagne den Klimawandel als einen großen Schwindel.,Framing,"In seiner Wahlkampagne bezeichnete Donald Trump den Klimawandel als etwas, das verharmlost werden kann. Er suggerierte, dass wissenschaftliche Ergebnisse über den Klimawandel und das vermehrte Auftreten von Starkwetterereignissen wie Hurrikans Blödsinn seien.","Donald Trump bezeichnete in seiner Wahlkampagne den Klimawandel als ""großen Schwindel"".","In seiner Wahlkampagne bezeichnete Donald Trump den Klimawandel als ""großen Schwindel"".",0,1,1
32,1,3,In welchem Kontext könnten Präsident Bidens Entscheidungen in Bezug auf die Ukraine als riskant angesehen werden?,"Präsident Bidens Entscheidung, der Ukraine Raketen mit größerer Reichweite zu erlauben, könnte als riskant angesehen werden, da Trump die Ukraine-Hilfen möglicherweise stoppen könnte.",Exaggeration,"Präsident Bidens Entscheidungen in Bezug auf die Ukraine könnten als riskant angesehen werden, da er nun Maßnahmen ergreift, die er zuvor abgelehnt hatte, wie zum Beispiel der Ukraine zu erlauben, Raketen mit größerer Reichweite gegen Russland einzusetzen. Diese Entscheidung könnte die Spannungen zwischen den USA und Russland weiter verschärfen und birgt das Risiko einer Eskalation des Konflikts. Zudem besteht die Sorge, dass ein politischer Wechsel in den USA, insbesondere durch eine mögliche Rückkehr von Trump, die Ukraine-Hilfen abrupt beenden und zu einem ""apokalyptischen Desaster"" führen könnte, was den Frieden in Europa gefährden würde.","Präsident Bidens Entscheidungen in Bezug auf die Ukraine könnten als riskant angesehen werden im Kontext der militärischen Unterstützung, die die USA der Ukraine gewähren. Die Ukraine ist in einen Krieg mit Russland verwickelt und erhält militärische Hilfe von den USA, um sich gegen den russischen Angriff zu verteidigen. Ein Stopp dieser Militärhilfe könnte die Ukraine in eine katastrophale Entwicklung führen, da sie möglicherweise Territorien an Russland verlieren oder sogar ihre Existenz als souveräner Staat gefährden könnte. Zudem könnte die Ära der Blankoschecks für die Ukraine vom Kongress vorbei sein, was darauf hindeutet, dass die Unterstützung der USA nicht mehr uneingeschränkt fortgesetzt werden könnte. Diese Unsicherheiten und die potenziellen Konsequenzen für die Ukraine machen Bidens Entscheidungen in diesem Bereich riskant.","Präsident Bidens Entscheidungen in Bezug auf die Ukraine könnten als riskant angesehen werden im Kontext der militärischen Unterstützung, die er der Ukraine gewährt. Insbesondere hat Biden es der Ukraine erlaubt, Raketen mit größerer Reichweite gegen Russland einzusetzen, was eine Eskalation des Konflikts bedeuten könnte. Diese Entscheidung könnte zu einer Verschärfung der Spannungen zwischen den beteiligten Ländern führen und birgt das Risiko, den Krieg weiter anzuheizen. Zudem gibt es Bedenken, dass ein möglicher Stopp der Militärhilfe durch politische Veränderungen in den USA, wie etwa durch einen Machtwechsel zu Trump, die Ukraine in eine katastrophale Lage versetzen könnte. Trumps potenzielle Entscheidungen könnten die bisherige Unterstützung der Ukraine gefährden und den Frieden in Europa bedrohen.",0,1,1
33,20,1,Welche Position vertritt Bear Atwood in der Nationalen Frauenorganisation (NOW)?,Bear Atwood ist Vizepräsidentin der Nationalen Frauenorganisation (NOW).,Fake Fact,Bear Atwood ist Vizepräsidentin der Nationalen Frauenorganisation (NOW).,Bear Atwood bekleidet die Position der Vizepräsidentin in der Nationalen Frauenorganisation (NOW).,Bear Atwood ist die Vizepräsidentin der Nationalen Frauenorganisation (NOW).,1,1,1
34,20,2,"Was ist das ursprüngliche Zitat von Nick Fuentes über Frauen, das im Originalartikel genannt wird?","Das Zitat von Nick Fuentes, das im Originalartikel genannt wird, lautet: ""Your body, my choice"" - dein Körper, meine Entscheidung.",Framing,"Im bereitgestellten Kontext gibt es kein direktes Zitat von Nick Fuentes über Frauen. Der Kontext erwähnt lediglich, dass Nick Fuentes ein rechtsextremer Influencer ist, der seinen Frauenhass immer offener zeigt, insbesondere nach der Wahl von Trump. Es wird jedoch kein spezifisches Zitat von ihm im Originalartikel genannt.","Es tut mir leid, aber der bereitgestellte Kontext enthält kein direktes Zitat von Nick Fuentes über Frauen. Daher kann ich keine Aussage über ein ursprüngliches Zitat von ihm machen.","Im bereitgestellten Kontext gibt es kein direktes Zitat von Nick Fuentes über Frauen. Der Kontext beschreibt jedoch, dass Fuentes als rechtsextremer Influencer identifiziert wird und dass sein Video, das millionenfach geklickt und geteilt wurde, Hass gegen Frauen zeigt. Weitere Details oder ein spezifisches Zitat von Fuentes werden im Kontext nicht genannt.",0,0,0
35,20,3,Welche Bedrohung empfinden Frauenrechtlerinnen wie Bear Atwood nach der Trump-Wahl laut dem Originalartikel?,"Frauenrechtlerinnen wie Bear Atwood befürchten, dass sie im Kampf um ihre Rechte weit zurückgeworfen werden und die Fortschritte für die Gleichberechtigung in Gefahr sind.",Exaggeration,"Frauenrechtlerinnen wie Bear Atwood empfinden nach der Wahl von Donald Trump eine Bedrohung, dass der Hass gegen Frauen rasant ansteigt und sie im Kampf für ihre Rechte um Jahrzehnte zurückgeworfen werden könnten. Atwood macht sich große Sorgen, dass alles, wofür sie ihr Leben lang gekämpft hat, durch Trumps Wiederwahl zunichtegemacht werden könnte. Sie sieht in Trump einen misogynen Mann und Frauenfeind, was sie wütend macht. Zudem behauptet Atwood, dass Trump plane, alle Frauenorganisationen in den USA zu schließen, obwohl diese Behauptung jeglicher Grundlage entbehrt.","Frauenrechtlerinnen wie Bear Atwood empfinden nach der Trump-Wahl eine Bedrohung in Form einer potenziellen existentiellen Krise. Atwood ist besorgt über die Wiederwahl von Donald Trump und hat sich als wütend über die Situation geäußert. Trumps Politik und Handlungen, wie die Aufhebung des landesweiten Rechts auf Abtreibung, tragen zu dieser Bedrohung bei.","Frauenrechtlerinnen wie Bear Atwood empfinden nach der Wahl von Donald Trump eine Bedrohung, dass der Hass gegen Frauen rasant ansteigt. Sie befürchten, dass sie im Kampf für ihre Rechte um Jahrzehnte zurückgeworfen werden könnten. Atwood äußert große Sorgen über die Wiederwahl von Trump, da sie das Gefühl hat, dass alles, wofür sie ihr gesamtes Leben gekämpft hat, einfach weggewischt werden könnte. Sie beschreibt Trump als einen misogynen Mann und Frauenfeind, was sie wütend macht.",0,0,1
36,21,1,"Welche berufliche Erfahrung hat John Cornyn, die ihm für eine Spitzenposition im Senat qualifiziert?",John Cornyn ist ein Rechtsanwalt aus Texas und sitzt seit 22 Jahren im Senat. Er hat Erfahrung an der Spitze der Fraktion.,Fake Fact,"John Cornyn bringt eine umfangreiche berufliche Erfahrung mit, die ihn für eine Spitzenposition im Senat qualifiziert. Er ist ein Rechtsanwalt aus Texas und hat 22 Jahre Erfahrung als Senator. Zudem hat er bereits Erfahrung an der Spitze der Fraktion gesammelt, was darauf hindeutet, dass er mit den Führungsaufgaben und den politischen Prozessen im Senat vertraut ist. Diese Kombination aus juristischer Expertise und langjähriger politischer Erfahrung macht ihn zu einem qualifizierten Kandidaten für eine Führungsrolle im Senat.","John Cornyn hat eine umfangreiche berufliche Erfahrung, die ihn für eine Spitzenposition im Senat qualifiziert. Er ist seit 22 Jahren Mitglied des Senats und hat in dieser Zeit Erfahrung in der Führung der Fraktion gesammelt. Zudem ist er von Beruf Rechtsanwalt, was ihm ein tiefes Verständnis für rechtliche und legislative Prozesse verleiht. Diese Kombination aus langjähriger Erfahrung im Senat und seiner juristischen Expertise macht ihn zu einem geeigneten Kandidaten für eine Führungsrolle im Senat.","John Cornyn hat umfangreiche berufliche Erfahrung, die ihn für eine Spitzenposition im Senat qualifiziert. Er ist seit 22 Jahren Mitglied des Senats und hat in dieser Zeit Erfahrung an der Spitze der Fraktion gesammelt. Zudem ist er von Beruf Rechtsanwalt, was ihm eine fundierte rechtliche Expertise verleiht. Diese Kombination aus langjähriger politischer Erfahrung und juristischem Hintergrund macht ihn zu einem qualifizierten Kandidaten für eine Führungsposition im Senat.",1,1,1
37,21,2,Welche Reaktion wird von John Thune bezüglich der Einmischung von Donald Trump erwartet?,"John Thune möchte keine Einmischung von außen und wünscht sich, dass Trump die Angelegenheit ruhen lässt, damit die richtige Person gefunden wird.",Framing,"John Thune erwartet, dass Donald Trump sich nicht in den Auswahlprozess einmischt. Thune äußerte bei Fox News, dass es besser wäre, wenn Trump die Angelegenheit auf sich beruhen lässt, da er glaubt, dass sie dann die richtige Person finden werden.","John Thune wird erwartet, sich gegen die Einmischung von Donald Trump zu stellen.","John Thune hat deutlich gemacht, dass er keine Einmischung von außen, einschließlich von Donald Trump, wünscht. Er äußerte bei Fox News, dass es besser wäre, wenn Trump die Angelegenheit auf sich beruhen ließe, damit die richtige Person gefunden werden kann. Dies deutet darauf hin, dass Thune eine unabhängige Entscheidung ohne äußeren Druck bevorzugt.",1,1,1
38,21,3,"Was könnte Rick Scott, trotz Unterstützung aus dem Trump-Lager, bei der Abstimmung schaden?","Trotz Unterstützung aus dem Trump-Lager könnte es ihm schaden, dass andere Senatoren die Einflussnahme von Trump als problematisch betrachten könnten.",Exaggeration,"Rick Scott könnte bei der Abstimmung trotz Unterstützung aus dem Trump-Lager Schaden nehmen, weil die Abstimmung geheim ist und daher niemand den Zorn von Trump fürchten muss. Das bedeutet, dass die Unterstützung aus dem Trump-Lager möglicherweise nicht den gewünschten Einfluss hat, da die Wähler in der geheimen Abstimmung frei entscheiden können, ohne Konsequenzen von Trump befürchten zu müssen.","Rick Scott könnte bei der Abstimmung trotz Unterstützung aus dem Trump-Lager dadurch geschadet werden, dass er in Bezug auf seine Stimmabgabe unentschlossen ist. Diese Unentschlossenheit könnte Zweifel an seiner Verlässlichkeit oder Entschlossenheit hervorrufen, was möglicherweise seine Unterstützung schwächen könnte.","Rick Scott könnte bei der Abstimmung trotz Unterstützung aus dem Trump-Lager Schaden nehmen, weil die Unterstützung aus diesem Lager möglicherweise eher negativ wahrgenommen wird. Der Kontext deutet darauf hin, dass die Unterstützung aus dem Trump-Lager nicht unbedingt vorteilhaft ist, da es heißt, dass sie ihm ""womöglich eher schaden als nützen"" könnte. Dies könnte darauf hindeuten, dass die Verbindung zum Trump-Lager in der geheimen Abstimmung als belastend angesehen wird, möglicherweise aufgrund der kontroversen Ansichten und Handlungen, die mit diesem Lager assoziiert werden.",1,0,1
